date,close_price,pre_close,trades,trade_count,start_pos,end_pos,turnover,commission,slippage,trading_pnl,holding_pnl,total_pnl,net_pnl
2023-01-06,4045.0,0,"[TradeData(symbol='rb2305', exchange=<Exchange.SHFE: 'SHFE'>, orderid=1, tradeid='1', datetime=Timestamp('2023-01-06 09:00:01.500000'), direction=<Direction.LONG: 1>, offset=<Offset.OPEN: '开'>, fill_price=4039.0, fill_volume=1, gateway_name=''), TradeData(symbol='rb2305', exchange=<Exchange.SHFE: 'SHFE'>, orderid=2, tradeid='2', datetime=Timestamp('2023-01-06 09:00:03.500000'), direction=<Direction.SHORT: -1>, offset=<Offset.CLOSE: '平'>, fill_price=4040.0, fill_volume=1, gateway_name=''), TradeData(symbol='rb2305', exchange=<Exchange.SHFE: 'SHFE'>, orderid=3, tradeid='3', datetime=Timestamp('2023-01-06 09:00:03.500000'), direction=<Direction.SHORT: -1>, offset=<Offset.OPEN: '开'>, fill_price=4040.0, fill_volume=1, gateway_name='')]",3,0,-1,121190.0,6.0595,0,-40.0,0.0,-40.0,-46.0595
